"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","F88086516","₹5.8 Cr","₹49,572 /sqft","1,170 sqft","109 sqm","3 BHK","","Ready To Move","SK Property","Check out this 3 bhk apartment for sale in hubtown the premiere residences, a popular residential project that houses in-Demand flats in andheri west, western mumbai. The flat is west-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1186 sq.Ft. The property is located on the 16th floor of a 25 floors tall ...","2026-02-16T14:14:12.575Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hubtown-the-premiere-residences-andheri-west-mumbai-andheri-dahisar-1170-sq-ft-spid-F88086516"
"3 BHK Flat in Lokhandwala Andheri West, Mumbai","3 BHK Flat","Y88620146","₹4.95 Cr","₹45,000 /sqft","1,660 sqft","154 sqm","3 BHK","","Ready To Move","SK Property","This is a east-Facing property. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a super built up area of 1660 sq.Ft. The property is located on the 11th floor of a 15 floors tall building. This is a ready to move project and the property is 10+ years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. This flat is locat...","2026-02-16T14:14:12.575Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indradarshan-phase-2-lokhandwala-andheri-west-mumbai-andheri-dahisar-1660-sq-ft-spid-Y88620146"
"1 BHK Flat in Andheri West, Mumbai","1 BHK Flat","R88336664","₹1.95 Cr","₹36,380 /sqft","536 sqft","50 sqm","1 BHK","","Ready To Move","SK Property","This residential flat is east-Facing direction. The flat occupies a super built up area of 536 sq.Ft. That consists of 1 bedroom, 1 bathroom and 1 balcony. The flat has a total of 15 floors and this property is situated on 13th floor. This 10+ years old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthetic appeal...","2026-02-16T14:14:12.576Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-7","https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-samarth-ashish-andheri-west-mumbai-andheri-dahisar-536-sq-ft-spid-R88336664"
"Aditya Paradiso","1, 2 BHK Apartment","449923","₹1.32 - 1.34 Cr",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2026","Aditya Developer","Check out 1,2 BHK apartments in Andheri West, now available for sale at Aditya Paradiso. Apartments in this complex are available in price range of Rs. 1.32 - 1.95 Cr. Aditya Paradiso has apartments in multiple configurations, in range of 470 - 695 sqft. The property options in this society are Under Construction","2026-02-16T14:14:13.168Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/aditya-paradiso-andheri-west-mumbai-andheri-dahisar-npxid-r449923"
"Lashkaria Indrasukh","2, 3 BHK Apartment","415383","₹3 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2028","Lashkaria Housing and Infrastructure","Lashkaria Indrasukh society now offers elegantly built 2,3 BHK apartments in Andheri West. Apartments in this complex are available in price range of Rs. 3 - 4 Cr. The housing society is RERA-registered with P51800052471 registration number. Here units have different sizes, mostly in range of 780 - 1,100 sqft CARPET area","2026-02-16T14:14:13.169Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/lashkaria-indrasukh-andheri-west-mumbai-andheri-dahisar-npxid-r415383"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","B87500888","₹3 Cr","₹35,294 /sqft","850 sqft","79 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","This lovely 2 bhk apartment/flat in andheri west is available for sale in one of western mumbai's most popular projects, royal classic chs. The flat is facing the north-East direction. Constructed on a super built up area of 900 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 15 floors and this property is situated on 11th floor. Being a ready to move project, you...","2026-02-16T14:14:13.170Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-classic-chs-andheri-west-mumbai-andheri-dahisar-850-sq-ft-spid-B87500888"
"PRANAMI BLISS","1, 2, 4 BHK Apartment","430664","₹1.18 - 1.29 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Apr, 2027","Pranami Group","Spacious 1,2,4 BHK apartments in Andheri West are available for sale.Check out latest property options at PRANAMI BLISS housing society. Apartment prices in this housing society vary in the range of Rs. 1.18 - 3.6 Cr. PRANAMI BLISS 's RERA registration number is P51800077150. PRANAMI BLISS apartments are available in multiples sizes, ranging from 384 - 1,242 sqft CARPET area","2026-02-16T14:14:13.172Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/pranami-bliss-andheri-west-mumbai-andheri-dahisar-npxid-r430664"
"Dream Aspire","1, 2, 3 BHK Apartment","421069","₹1.32 - 1.42 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2026","Dream India Builders","Dream Aspire society now offers elegantly built 1,2,3 BHK apartments in New Link Road. The housing society is RERA-registered with P51800053836 registration number. Dream Aspire apartments are available in multiples sizes, ranging from 429 - 1,172 sqft CARPET area. Prices of apartments in this project, vary between Rs. 1.32 - 3.28 Cr","2026-02-16T14:14:13.172Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/dream-aspire-new-link-road-mumbai-andheri-dahisar-npxid-r421069"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","F87026094","₹2.85 Cr","₹29,687 /sqft","960 sqft","89 sqm","2 BHK","","Ready To Move","RAJESH SHETH","Check out this 2 bhk apartment for sale in dlh leo tower, a popular residential project that houses in-Demand flats in andheri west, western mumbai. The flat is north-Facing. The flat is over 960 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 36 floors in total and the flat for sale is located on the 29th floor. An added advantage of this 1-5 ...","2026-02-16T14:14:13.173Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlh-leo-tower-andheri-west-mumbai-andheri-dahisar-960-sq-ft-spid-F87026094"
"3 BHK Flat in Navneeth Colony, Andheri West","3 BHK Flat","J85759136","₹3.65 Cr","₹41,149 /sqft","887 sqft","82 sqm","3 BHK","","Ready To Move","Daivik Housing.Daivik","3bhk for sale saujanya rachanaa, andheri west (Rachanaa group) Experience premium living at saujanya rachanaa, a landmark residential project by rachanaa group in the heart of andheri west. This spacious and well-Planned 3bhk apartment offers a perfect blend of comfort, elegance, and convenience. --- Flat highlights Carpet area: Approx. 10901150 sq.Ft Configuration: 3 bedrooms, 3 bathrooms, bal...","2026-02-16T14:14:13.173Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saujanya-apartments-navneeth-colony-mumbai-andheri-dahisar-887-sq-ft-r1-spid-J85759136"
"3 BHK Flat in Andheri West, Mumbai","3 BHK Flat","D87829236","₹2.8 Cr","₹32,941 /sqft","850 sqft","79 sqm","3 BHK","","Ready To Move","Prop-Decide","Flat is very specious with good contion and one covered parking","2026-02-16T14:14:13.174Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sunteck-gilbird-chsl-andheri-west-mumbai-andheri-dahisar-850-sq-ft-spid-D87829236"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","C86295320","₹4.3 Cr","₹47,777 /sqft","900 sqft","84 sqm","3 BHK","","Ready To Move","RR Associates Estate  Consultants","This lovely 3 bhk apartment/flat in dn nagar is available for sale in one of western mumbai's most popular projects, platinum life. The flat is over 900 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms . The residential building has 15 floors in total and the flat for sale is located on the 11th floor. Being a ready to move project, you can expect immediate possession of this 0-1 yea...","2026-02-16T14:14:13.175Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-900-sq-ft-spid-C86295320"
"2 BHK Flat in Azad Nagar, Andheri West","2 BHK Flat","U86131322","₹2.35 Cr","₹29,375 /sqft","800 sqft","74 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","Jp eminence is one of the most popular destination for buying apartments/ flats in azad nagar, western mumbai. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. The flat is over 800 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The property is located on the 11th floor of a 18 floors tall building. This is a ...","2026-02-16T14:14:13.175Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jp-eminence-azad-nagar-mumbai-andheri-dahisar-800-sq-ft-spid-U86131322"
"2 BHK Flat in Andheri West, Mumbai","2 BHK Flat","F88712178","₹2.9 Cr","₹43,939 /sqft","660 sqft","61 sqm","2 BHK","","Ready To Move","AURON REALTY","Ready possession with oc, 2 bhk resale flat for sale in andheri west lokhandwala / adarsh nagar Beautifully located 2 bhk resale flat for sale in andheri west, in the prime residential belt of lokhandwalaadarsh nagar. This ready possession apartment is part of a premium gated community offering world-Class amenities, including a swimming pool and exclusive clubhouse, ideal for modern family liv...","2026-02-16T14:14:13.176Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlh-leo-tower-andheri-west-mumbai-andheri-dahisar-660-sq-ft-spid-F88712178"
"Relliance Lashkaria Solitaire","2, 3 BHK Apartment","404119","₹1.63 - 1.64 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Oct, 2026","Relliance Realty","Here are beautifully built 2,3 BHK apartments in Andheri West, available for sale at Relliance Lashkaria Solitaire. Apartments in Relliance Lashkaria Solitaire have CARPET area ranging between 630 - 905 sqft. This society offers apartments in the price range of Rs. 1.63 - 2.34 Cr. This society is RERA approved and P51800048357 is the RERA number","2026-02-16T14:14:13.177Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/relliance-lashkaria-solitaire-andheri-west-mumbai-andheri-dahisar-npxid-r404119"
"2 BHK Flat in DN Nagar, Andheri West","2 BHK Flat","H86156162","₹2.35 Cr","₹39,830 /sqft","590 sqft","55 sqm","2 BHK","","Ready To Move","Home Maker property","This 2 bhk flat is located in dlh mamta, which houses some of the most spacious flats in dn nagar, western mumbai. This property faces the north direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 590 sq.Ft. This flat is situated on the 4th floor of this 15 floors tall residential building. This 5-10 years old property is available for immedi...","2026-02-16T14:14:13.178Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlh-mamta-dn-nagar-mumbai-andheri-dahisar-590-sq-ft-spid-H86156162"
"3 BHK Flat in Lokhandwala Andheri West, Mumbai","3 BHK Flat","Q88002796","₹4.72 Cr","₹36,447 /sqft","1,295 sqft","120 sqm","3 BHK","","Ready To Move","Sainath Estate","Oberoi springs set in the heart of the city suburbs, where one can unwind, rejuvenate and simply get away. Oberoi springs is strategically placed in mumbais fully developed suburb of andheri west and is close to juhu. The development is a stones throw away from reputed schools, colleges, hospitals and cinema halls. So, one can enjoy the buzz or escape it. The project has been exclusively design...","2026-02-16T14:14:13.251Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-oberoi-springs-lokhandwala-andheri-west-mumbai-andheri-dahisar-1295-sq-ft-spid-Q88002796"
"3 BHK Flat in Lokhandwala Andheri West, Mumbai","3 BHK Flat","I88002382","₹4.75 Cr","₹36,679 /sqft","1,295 sqft","120 sqm","3 BHK","","Ready To Move","Sainath Estate","Oberoi springs set in the heart of the city suburbs, where one can unwind, rejuvenate and simply get away. Oberoi springs is strategically placed in mumbais fully developed suburb of andheri west and is close to juhu. The development is a stones throw away from reputed schools, colleges, hospitals and cinema halls. So, one can enjoy the buzz or escape it. The project has been exclusively design...","2026-02-16T14:14:13.252Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-oberoi-springs-lokhandwala-andheri-west-mumbai-andheri-dahisar-1295-sq-ft-spid-I88002382"
"2 BHK Flat in Lokhandwala Complex, Andheri West","2 BHK Flat","Q87304842","₹2.8 Cr","₹30,735 /sqft","911 sqft","85 sqm","2 BHK","","Ready To Move","KWICK PROPERTY CONSULTANTS","Check out this 2 bhk apartment for sale in grenville chs, a popular residential project that houses in-Demand flats in lokhandwala complex, western mumbai. This property faces the west direction. The flat is over 911 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The flat has a total of 10 floors and this property is situated on 2nd floor. This is a ready to move project ...","2026-02-16T14:14:13.252Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grenville-chs-lokhandwala-complex-mumbai-andheri-dahisar-911-sq-ft-spid-Q87304842"
"3 BHK Flat in DN Nagar, Andheri West","3 BHK Flat","O86578646","₹3.45 Cr","₹43,670 /sqft","790 sqft","73 sqm","3 BHK","","Ready To Move","RR Associates Estate  Consultants","Platinum life is one of western mumbai's most sought after destination for apartments and this 3 bhk flat in dn nagar is your opportunity to be a part of this community. Containing 3 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 790 sq.Ft. This flat lies on the 11th level of a 15 storey building. Being a ready to move project, you can expect immediate possession of this 0-...","2026-02-16T14:14:13.255Z","https://www.99acres.com/property-in-andheri-west-mumbai-andheri-dahisar-ffid-page-3","https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-platinum-life-dn-nagar-mumbai-andheri-dahisar-790-sq-ft-spid-O86578646"
